,Unnamed: 0,Nome do veículo,CNPJ do veículo,Agência/Contratada,CNPJ da Agência/Contratada,Nome da ação,Data início da veiculação,Data término da veiculação,Valor negociado (R$),Valor desembolso anunciante (R$),Grupo,Tipo televisão,Formato,Ano ação,Ano autorização,Status da veiculação
40342,11490,JOVEM PAN NEWS TV,56.137.979/0001-07,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Governo Trabalhador,20/01/2022,27/01/2022,"R$ 10.800,00000","R$ 10.260,00000",JOVEM PAN,FECHADA,FILME HDTV,2021,2021,Veiculado
40562,11710,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Peste Suína Africana,29/10/2021,29/10/2021,"R$ 22.000,00000","R$ 20.900,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
40576,11724,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,25/10/2021,27/10/2021,"R$ 39.600,00000","R$ 37.620,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
40602,11750,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,19/12/2021,26/12/2021,"R$ 14.300,00000","R$ 13.585,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
40603,11751,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,18/12/2021,25/12/2021,"R$ 6.600,00000","R$ 6.270,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
40604,11752,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,22/12/2021,29/12/2021,"R$ 66.000,00000","R$ 62.700,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
40605,11753,JOVEM PAN NEWS TV,56.137.979/0001-07,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,21/12/2021,30/12/2021,"R$ 71.400,00000","R$ 67.830,00000",JOVEM PAN,FECHADA,FILME HDTV,2021,2021,Veiculado
40618,11766,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha de Prestação de Contas,09/11/2021,23/11/2021,"R$ 36.987,30000","R$ 35.137,93000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
40632,11780,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,17/11/2021,22/11/2021,"R$ 24.658,20000","R$ 23.425,29000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
40646,11794,GLOBO NEWS,27.865.757/0001-02,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,01/01/2022,01/01/2022,"R$ 11.415,60000","R$ 10.844,82000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
40801,11949,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha de Prestação de Contas,13/11/2021,20/11/2021,"R$ 19.800,00000","R$ 18.810,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
40802,11950,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha de Prestação de Contas,08/11/2021,26/11/2021,"R$ 23.664,00000","R$ 22.480,80000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
40836,11984,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,19/11/2021,19/11/2021,"R$ 9.900,00000","R$ 9.405,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
40840,11988,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,25/10/2021,28/10/2021,"R$ 11.832,00000","R$ 11.240,40000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
40858,12006,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,23/12/2021,30/12/2021,"R$ 21.285,00000","R$ 20.220,75000",,FECHADA,FILME HDTV,2021,2021,Veiculado
40870,12018,JOVEM PAN NEWS TV,56.137.979/0001-07,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,21/12/2021,23/12/2021,"R$ 14.400,00000","R$ 13.680,00000",JOVEM PAN,FECHADA,FILME HDTV,2021,2021,Veiculado
40892,12040,GLOBO NEWS,27.865.757/0001-02,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,25/12/2021,25/12/2021,"R$ 3.526,40000","R$ 3.350,08000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
40893,12041,GLOBO NEWS,27.865.757/0001-02,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,22/12/2021,28/12/2021,"R$ 48.913,20000","R$ 46.467,54000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
40917,12065,JOVEM PAN NEWS TV,56.137.979/0001-07,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Governo Honesto,09/02/2022,11/02/2022,"R$ 27.000,00000","R$ 25.650,00000",JOVEM PAN,FECHADA,FILME HDTV,2021,2021,Veiculado
40923,12071,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Governo Honesto,07/02/2022,07/02/2022,"R$ 15.831,90000","R$ 15.040,30000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
40950,12098,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,16/11/2021,23/11/2021,"R$ 10.642,50000","R$ 10.110,37000",,FECHADA,FILME HDTV,2021,2021,Veiculado
40965,12113,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,27/12/2021,31/12/2021,"R$ 66.000,00000","R$ 62.700,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
40970,12118,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,25/12/2021,25/12/2021,"R$ 52.800,00000","R$ 50.160,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
40977,12125,JOVEM PAN NEWS TV,56.137.979/0001-07,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Governo Trabalhador,24/01/2022,31/01/2022,"R$ 21.600,00000","R$ 20.520,00000",JOVEM PAN,FECHADA,FILME HDTV,2021,2021,Veiculado
41031,12179,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Governo Trabalhador,28/01/2022,28/01/2022,"R$ 2.703,00000","R$ 2.567,85000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
41071,12219,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,25/10/2021,28/10/2021,"R$ 8.745,00000","R$ 8.307,75000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41072,12220,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,26/10/2021,27/10/2021,"R$ 19.800,00000","R$ 18.810,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41073,12221,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,23/10/2021,23/10/2021,"R$ 9.900,00000","R$ 9.405,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41074,12222,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,23/10/2021,23/10/2021,"R$ 13.200,00000","R$ 12.540,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41083,12231,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Governo Honesto,07/02/2022,07/02/2022,"R$ 2.915,00000","R$ 2.769,25000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41122,12270,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,20/11/2021,20/11/2021,"R$ 11.755,80000","R$ 11.168,01000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
41123,12271,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,16/11/2021,22/11/2021,"R$ 14.790,00000","R$ 14.050,50000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
41134,12282,JOVEM PAN NEWS TV,56.137.979/0001-07,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Governo Honesto,07/02/2022,07/02/2022,"R$ 5.100,00000","R$ 4.845,00000",JOVEM PAN,FECHADA,FILME HDTV,2021,2021,Veiculado
41165,12313,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,22/12/2021,24/12/2021,"R$ 19.800,00000","R$ 18.810,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41166,12314,JOVEM PAN NEWS TV,56.137.979/0001-07,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,21/12/2021,27/12/2021,"R$ 21.600,00000","R$ 20.520,00000",JOVEM PAN,FECHADA,FILME HDTV,2021,2021,Veiculado
41214,12362,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,03/01/2022,03/01/2022,"R$ 2.915,00000","R$ 2.769,25000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41215,12363,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,01/01/2022,01/01/2022,"R$ 3.300,00000","R$ 3.135,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41216,12364,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,03/01/2022,03/01/2022,"R$ 11.000,00000","R$ 10.450,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41231,12379,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha de Prestação de Contas,09/11/2021,25/11/2021,"R$ 17.490,00000","R$ 16.615,50000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41232,12380,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha de Prestação de Contas,09/11/2021,26/11/2021,"R$ 59.400,00000","R$ 56.430,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41233,12381,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha de Prestação de Contas,09/11/2021,26/11/2021,"R$ 66.000,00000","R$ 62.700,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41234,12382,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha de Prestação de Contas,13/11/2021,20/11/2021,"R$ 9.900,00000","R$ 9.405,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41235,12383,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha de Prestação de Contas,09/11/2021,25/11/2021,"R$ 9.999,20000","R$ 9.499,24000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
41250,12398,JOVEM PAN NEWS TV,56.137.979/0001-07,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,03/01/2022,03/01/2022,"R$ 13.500,00000","R$ 12.825,00000",JOVEM PAN,FECHADA,FILME HDTV,2021,2021,Veiculado
41271,12419,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,17/11/2021,22/11/2021,"R$ 5.830,00000","R$ 5.538,50000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41273,12421,JOVEM PAN NEWS TV,56.137.979/0001-07,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,18/11/2021,22/11/2021,"R$ 27.000,00000","R$ 25.650,00000",JOVEM PAN,FECHADA,FILME HDTV,2021,2021,Planejado
41409,12557,GLOBO NEWS,27.865.757/0001-02,NOVA S/B,57.118.929/0002-18,Governo Trabalhador,20/12/2021,28/12/2021,"R$ 123.291,00000","R$ 117.126,45000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
41456,12604,GLOBO NEWS,27.865.757/0001-02,NOVA S/B,57.118.929/0002-18,Governo Trabalhador,18/12/2021,25/12/2021,"R$ 14.105,60000","R$ 13.400,32000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
41457,12605,GLOBO NEWS,27.865.757/0001-02,NOVA S/B,57.118.929/0002-18,Governo Trabalhador,18/12/2021,25/12/2021,"R$ 47.023,20000","R$ 44.672,04000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
41458,12606,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,18/11/2021,18/11/2021,"R$ 16.304,40000","R$ 15.489,18000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
41550,12698,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha de Prestação de Contas,13/11/2021,13/11/2021,"R$ 16.304,40000","R$ 15.489,18000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
41663,12811,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Desestatização dos Serviços Postais,03/08/2021,06/08/2021,"R$ 52.800,00000","R$ 50.160,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41688,12836,GLOBO NEWS,27.865.757/0001-02,CALIA/Y2,04.784.569/0002-27,Combate aos Incêndios Florestais,01/09/2021,10/09/2021,"R$ 63.024,00000","R$ 59.872,80000",GLOBO,FECHADA,FILME HDTV,2021,2021,Planejado
41762,12910,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Campanha Uso Consciente de Energia e Água - Complementar 1 ,22/06/2021,23/06/2021,"R$ 8.162,00000","R$ 7.753,90000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41771,12919,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Combate aos Incêndios Florestais,27/08/2021,31/08/2021,"R$ 11.550,00000","R$ 10.972,50000",,FECHADA,FILME HDTV,2021,2021,Veiculado
41822,12970,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Combate aos Ilícitos Ambientais ,11/08/2021,23/08/2021,"R$ 44.935,00000","R$ 42.688,25000",,FECHADA,FILME HDTV,2021,2021,Veiculado
42005,13153,GLOBO NEWS,27.865.757/0001-02,CALIA/Y2,04.784.569/0002-27,Desestatização dos Serviços Postais,03/08/2021,09/08/2021,"R$ 47.268,00000","R$ 44.904,60000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
42008,13156,GLOBO NEWS,27.865.757/0001-02,CALIA/Y2,04.784.569/0002-27,Combate aos Ilícitos Ambientais ,24/08/2021,30/08/2021,"R$ 37.689,60000","R$ 35.805,12000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
42146,13294,GLOBO NEWS,27.865.757/0001-02,CALIA/Y2,04.784.569/0002-27,Combate aos Incêndios Florestais,27/08/2021,31/08/2021,"R$ 23.634,00000","R$ 22.452,30000",GLOBO,FECHADA,FILME HDTV,2021,2021,Planejado
42284,13432,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Reforma Tributária,27/08/2021,27/08/2021,"R$ 7.878,00000","R$ 7.484,10000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
42425,13573,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha de Prestação de Contas,08/11/2021,24/11/2021,"R$ 21.285,00000","R$ 20.220,75000",,FECHADA,FILME HDTV,2021,2021,Veiculado
42426,13574,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha de Prestação de Contas,13/11/2021,20/11/2021,"R$ 6.444,80000","R$ 6.122,56000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
42444,13592,CNN Brasil,32.161.939/0001-24,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,20/11/2021,20/11/2021,"R$ 3.300,00000","R$ 3.135,00000",,FECHADA,FILME HDTV,2021,2021,Veiculado
42445,13593,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,20/11/2021,20/11/2021,"R$ 3.222,40000","R$ 3.061,28000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
42473,13621,JOVEM PAN NEWS TV,56.137.979/0001-07,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Campanha 5G,17/11/2021,23/11/2021,"R$ 10.800,00000","R$ 10.260,00000",JOVEM PAN,FECHADA,FILME HDTV,2021,2021,Planejado
42539,13687,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,22/12/2021,30/12/2021,"R$ 14.190,00000","R$ 13.480,50000",,FECHADA,FILME HDTV,2021,2021,Veiculado
42540,13688,GLOBO NEWS,27.865.757/0001-02,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,21/12/2021,30/12/2021,"R$ 13.515,00000","R$ 12.839,25000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
42541,13689,JOVEM PAN NEWS TV,56.137.979/0001-07,CALIA/Y2,04.784.569/0002-27,Governo Fraterno,21/12/2021,30/12/2021,"R$ 35.700,00000","R$ 33.915,00000",JOVEM PAN,FECHADA,FILME HDTV,2021,2021,Veiculado
42560,13708,GLOBO NEWS,27.865.757/0001-02,CALIA/Y2,04.784.569/0002-27,Pressupostos para a Retomada Econômica,15/07/2021,28/07/2021,"R$ 75.379,20000","R$ 71.610,24000",GLOBO,FECHADA,FILME HDTV,2021,2021,Veiculado
42985,410,CNN Brasil,32.161.939/0001-24,NOVA S/B,57.118.929/0002-18,Censo 2022,16/08/2022,18/08/2022,"R$ 17.600,00000","R$ 16.632,00000",,FECHADA,VIDEO,2022,2022,Veiculado
43070,495,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Always On Institucional,01/06/2022,10/06/2022,"R$ 167.200,00000","R$ 158.840,00000",,FECHADA,FILME HDTV,2022,2022,Veiculado
43072,497,JOVEM PAN NEWS TV,56.137.979/0001-07,CALIA/Y2,04.784.569/0002-27,Always On Institucional,01/06/2022,10/06/2022,"R$ 156.000,00000","R$ 148.200,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
43121,546,CNN Brasil,32.161.939/0001-24,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,07/09/2022,08/09/2022,"R$ 8.600,00000","R$ 8.127,00000",,FECHADA,FILME HDTV,2022,2022,Veiculado
43127,552,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,07/09/2022,07/09/2022,"R$ 5.160,00000","R$ 4.876,20000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
43131,556,GLOBO NEWS,27.865.757/0001-02,AGENCIA NACIONAL,61.704.482/0004-06,Divulgação do Bicentenário da Independência,06/09/2022,08/09/2022,"R$ 13.376,00000","R$ 12.640,32000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
43134,559,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,06/09/2022,10/09/2022,"R$ 18.000,00000","R$ 17.010,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
43136,561,CNN Brasil,32.161.939/0001-24,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,06/09/2022,08/09/2022,"R$ 10.800,00000","R$ 10.206,00000",,FECHADA,FILME HDTV,2022,2022,Veiculado
43173,598,JOVEM PAN NEWS TV,56.137.979/0001-07,AGENCIA NACIONAL,61.704.482/0004-06,Censo 2022,10/08/2022,17/08/2022,"R$ 10.320,00000","R$ 9.752,40000",JOVEM PAN,FECHADA,VIDEO,2022,2022,Veiculado
43227,652,GLOBO NEWS,27.865.757/0001-02,NOVA S/B,57.118.929/0002-18,Combate a Queimadas e Ilícitos Ambientais,09/10/2022,09/10/2022,"R$ 10.328,40000","R$ 9.760,33000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
43317,742,GLOBO NEWS,27.865.757/0001-02,NOVA S/B,57.118.929/0002-18,Censo 2022,05/08/2022,09/08/2022,"R$ 12.283,50000","R$ 11.607,90000",GLOBO,FECHADA,VIDEO,2022,2022,Veiculado
43318,743,JOVEM PAN NEWS TV,56.137.979/0001-07,AGENCIA NACIONAL,61.704.482/0004-06,Censo 2022,05/08/2022,09/08/2022,"R$ 7.740,00000","R$ 7.314,30000",JOVEM PAN,FECHADA,VIDEO,2022,2022,Veiculado
43324,749,JOVEM PAN NEWS TV,56.137.979/0001-07,NOVA S/B,57.118.929/0002-18,Combate a Queimadas e Ilícitos Ambientais,27/09/2022,28/09/2022,"R$ 34.020,00000","R$ 32.148,90000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
43360,785,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,24/06/2022,27/06/2022,"R$ 7.200,00000","R$ 6.804,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
43361,786,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,28/06/2022,30/06/2022,"R$ 15.480,00000","R$ 14.628,60000",JOVEM PAN,FECHADA,MERCHANDISING,2022,2022,Veiculado
43870,1295,CNN Brasil,32.161.939/0001-24,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,27/06/2022,30/06/2022,"R$ 52.800,00000","R$ 49.896,00000",,FECHADA,FILME HDTV,2022,2022,Veiculado
43871,1296,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,27/06/2022,30/06/2022,"R$ 54.000,00000","R$ 51.030,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
43886,1311,CNN Brasil,32.161.939/0001-24,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,07/09/2022,07/09/2022,"R$ 16.000,00000","R$ 15.120,00000",,FECHADA,FILME HDTV,2022,2022,Veiculado
43887,1312,CNN Brasil,32.161.939/0001-24,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,07/09/2022,09/09/2022,"R$ 48.000,00000","R$ 45.360,00000",,FECHADA,FILME HDTV,2022,2022,Veiculado
43936,1361,JOVEM PAN NEWS TV,56.137.979/0001-07,NOVA S/B,57.118.929/0002-18,Combate a Queimadas e Ilícitos Ambientais,03/10/2022,25/10/2022,"R$ 90.720,00000","R$ 85.730,40000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
43963,1388,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Always On Institucional,01/06/2022,10/06/2022,"R$ 201.675,60000","R$ 191.591,82000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
44050,1475,CNN Brasil,32.161.939/0001-24,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,07/09/2022,07/09/2022,"R$ 4.300,00000","R$ 4.063,50000",,FECHADA,FILME HDTV,2022,2022,Veiculado
44064,1489,GLOBO NEWS,27.865.757/0001-02,AGENCIA NACIONAL,61.704.482/0004-06,Divulgação do Bicentenário da Independência,07/09/2022,07/09/2022,"R$ 21.744,00000","R$ 20.548,08000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
44076,1501,GLOBO NEWS,27.865.757/0001-02,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,06/09/2022,08/09/2022,"R$ 20.064,00000","R$ 18.960,48000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
44077,1502,GLOBO NEWS,27.865.757/0001-02,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,09/09/2022,09/09/2022,"R$ 3.344,00000","R$ 3.160,08000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
44078,1503,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,06/09/2022,10/09/2022,"R$ 15.480,00000","R$ 14.628,60000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
44079,1504,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,07/09/2022,07/09/2022,"R$ 21.600,00000","R$ 20.412,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
44122,1547,JOVEM PAN NEWS TV,56.137.979/0001-07,AGENCIA NACIONAL,61.704.482/0004-06,Censo 2022,11/08/2022,18/08/2022,"R$ 15.000,00000","R$ 14.175,00000",JOVEM PAN,FECHADA,VIDEO,2022,2022,Veiculado
44123,1548,JOVEM PAN NEWS TV,56.137.979/0001-07,AGENCIA NACIONAL,61.704.482/0004-06,Censo 2022,16/08/2022,16/08/2022,"R$ 10.800,00000","R$ 10.206,00000",JOVEM PAN,FECHADA,VIDEO,2022,2022,Veiculado
44379,1804,GLOBO NEWS,27.865.757/0001-02,AGENCIA NACIONAL,61.704.482/0004-06,Divulgação do Bicentenário da Independência,07/09/2022,07/09/2022,"R$ 6.688,00000","R$ 6.320,16000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
44381,1806,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,07/09/2022,07/09/2022,"R$ 21.600,00000","R$ 20.412,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
44474,1899,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Prestação de Contas e Balanço 2022,24/12/2022,24/12/2022,"R$ 5.418,00000","R$ 5.120,01000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
44476,1901,GLOBO NEWS,27.865.757/0001-02,AGENCIA NACIONAL,61.704.482/0004-06,Prestação de Contas e Balanço 2022,24/12/2022,28/12/2022,"R$ 20.064,00000","R$ 18.960,48000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
44500,1925,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Prestação de Contas e Balanço 2022,24/12/2022,27/12/2022,"R$ 9.450,00000","R$ 8.930,25000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
44501,1926,GLOBO NEWS,27.865.757/0001-02,AGENCIA NACIONAL,61.704.482/0004-06,Prestação de Contas e Balanço 2022,28/12/2022,30/12/2022,"R$ 6.688,00000","R$ 6.320,16000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
